student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk,score_improved,score_delta,attendance_category,score_category,is_senior_student,SSI,EI,PSI,RAI,WBI,ARI,WRI,SNI,DVI,pass_fail_encoded,risk_level_encoded,dropout_risk_encoded
STU_0038,Male,13-15,SS1,Boarding,No,Lower-Middle,Both Parents,Secondary,High,Rarely,Fair,6,No,Fair,Yes,Very Unreliable,25.8,152,Bus/Danfo,No Stress,Paid,3,No,High,4.3,Good,Low,Moderate,Poor,Satisfied,65.8,Moderate,3+ Activities,Never,Often,Reading/Writing,58.4,64.0,49.1,65.2,59.2,68.4,62.6,48.5,74.8,63.6,Stable,3-4hrs,Below 50%,Sometimes,Science,Fair,No,2,Fair,39.7,9.0,Too many assignments and heavy workload,Financial aid or scholarship support,Pass,Low,Low,0,-4.4,Fair (65-75%),Average (60-69),1,50.5,56.25,51.0,46.95,49.54,32.82,58.86,61.26,44.05,1,1,1
STU_0039,Female,13-15,JSS3,Day Student,No,Low,Guardian/Relative,BSc/HND,High,Rarely,Fair,6,No,Good,No,Moderate,7.0,36,Private Car,Very High,Outstanding,3,No,Very Low,8.7,Good,Moderate,Low,Excellent,Neutral,65.3,High,No Activity,Rarely,Often,Auditory,73.8,61.4,49.5,68.2,63.2,76.5,64.4,40.1,80.0,65.2,Stable,3-4hrs,71-90%,Often,Mathematics,Fair,No,2,,0.0,0.0,Too many assignments and heavy workload,More frequent parent-teacher engagement,Pass,Low,Medium,0,-2.0,Fair (65-75%),Average (60-69),0,67.78,51.25,57.0,49.3,78.21,31.74,0.0,48.0,62.68,1,1,2
STU_0040,Male,10-12,JSS2,Day Student,No,Middle,Both Parents,OND/NCE,Moderate,Often,Very Poor,4,No,Poor,Yes,Very Reliable,4.4,30,Bus/Danfo,Moderate,Paid,2,No,Moderate,6.7,Good,Moderate,High,Fair,Satisfied,69.7,Moderate,No Activity,Daily,Rarely,Kinesthetic,58.7,78.3,55.8,67.4,65.1,49.0,83.4,65.2,68.8,66.6,Stable,3-4hrs,71-90%,Sometimes,Science,Good,Yes,1,,0.0,0.0,Financial burden of buying data for online research,Consistent electricity supply for night reading,Pass,Low,Low,0,-1.5,Fair (65-75%),Average (60-69),0,66.88,48.75,45.25,75.68,66.43,28.94,0.0,37.97,26.58,1,1,1
STU_0041,Male,16-18,SS3,Day Student,No,Upper-Middle,Both Parents,OND/NCE,Low,Rarely,Good,1,No,Fair,Yes,Very Unreliable,8.8,49,Bus/Danfo,Low,Paid,3,No,Very High,5.6,Concerning,Low,Very High,Fair,Satisfied,72.2,High,2 Activities,Monthly,Rarely,Reading/Writing,71.7,77.4,78.3,72.1,74.9,69.7,69.9,86.7,79.6,76.5,Stable,3-4hrs,50-70%,Sometimes,Mathematics,Fair,Yes,0,Good,87.8,8.0,Financial burden of buying data for online research,Reduction in homework load,Pass,Medium,Low,0,-1.6,Fair (65-75%),Good (70-79),1,64.26,56.25,42.75,57.7,43.9,27.9,85.29,41.47,23.95,1,2,1
STU_0042,Male,16-18,SS3,Boarding,No,Low,Both Parents,Secondary,High,Often,Good,5,Yes,Good,No,Unreliable,9.1,39,Private Car,Very High,Partial,2,Yes,High,6.1,Good,Low,High,Fair,Very Satisfied,78.9,Moderate,1 Activity,Monthly,Always,Reading/Writing,68.2,80.9,80.4,72.5,75.5,70.1,72.4,79.4,73.1,73.8,Stable,>4hrs,Above 90%,Always,Mathematics,Poor,No,5,Good,90.4,8.0,Long distance to school is exhausting,Improved school library with digital resources,Pass,Low,Medium,1,1.7,Good (75-85%),Good (70-79),1,78.15,65.0,69.75,42.34,60.89,44.18,86.46,48.85,53.98,1,1,2
STU_0043,Male,13-15,JSS3,Day Student,No,Upper-Middle,Both Parents,Postgraduate,High,Rarely,Excellent,3,No,Fair,Yes,Reliable,25.8,167,Bus/Danfo,High,Outstanding,3,No,Very Low,7.8,Good,Very High,Very High,Good,Dissatisfied,59.0,Low,1 Activity,Daily,Always,Kinesthetic,54.2,65.5,43.5,56.6,55.0,55.8,75.1,39.2,65.6,58.9,Stable,3-4hrs,71-90%,Often,Science,Good,No,1,,0.0,0.0,Transport challenges cause lateness,Access to more textbooks and materials,Pass,Medium,Medium,0,-3.9,Low (50-65%),Below Avg (50-59),0,63.33,60.0,72.5,70.7,84.79,28.01,0.0,37.86,49.25,1,2,2
STU_0044,Female,10-12,JSS3,Day Student,No,Upper-Middle,Both Parents,BSc/HND,High,Never,Poor,4,No,Excellent,No,Very Unreliable,6.0,33,Bus/Danfo,No Stress,Paid,1,No,Moderate,6.2,Good,Very High,High,Good,Dissatisfied,62.5,Moderate,No Activity,Weekly,Rarely,Visual,38.1,57.6,56.9,65.3,54.5,41.7,59.8,57.3,59.6,54.6,Stable,>4hrs,Below 50%,Rarely,Social Studies,Fair,Yes,0,,0.0,0.0,Noisy home environment disrupts studying,More frequent parent-teacher engagement,Pass,Medium,Low,0,-0.1,Low (50-65%),Below Avg (50-59),0,49.37,38.75,44.5,50.64,63.86,26.48,0.0,58.19,42.38,1,2,1
STU_0045,Male,13-15,SS1,Day Student,No,Upper-Middle,Single Parent,BSc/HND,Moderate,Sometimes,Fair,2,Yes,Very Poor,No,Moderate,2.5,12,Bus/Danfo,Low,Paid,3,No,High,4.3,Good,High,High,Excellent,Neutral,69.9,High,No Activity,Monthly,Rarely,Auditory,55.7,54.8,75.3,61.5,61.8,54.6,57.3,62.6,67.4,60.5,Stable,1-2hrs,71-90%,Always,Social Studies,Fair,Yes,2,Very Poor,55.0,8.0,Frequent power outages disrupt night reading,Extra tutoring in mathematics and science,Pass,Medium,Low,1,1.3,Fair (65-75%),Average (60-69),1,56.44,43.75,54.5,40.33,58.04,35.02,49.53,41.37,26.02,1,2,1
STU_0046,Female,16-18,SS3,Day Student,No,Lower-Middle,Both Parents,Postgraduate,Moderate,Rarely,Fair,2,Yes,Good,No,Very Unreliable,1.5,17,Motorcycle,Moderate,Partial,2,No,Very High,5.4,Fair,Low,Moderate,Fair,Satisfied,83.7,Moderate,No Activity,Rarely,Always,Reading/Writing,60.2,51.7,44.4,62.2,54.6,58.7,53.6,35.0,47.1,48.6,Improving,3-4hrs,Below 50%,Rarely,Science,Very Poor,No,0,Poor,53.4,9.0,Lack of textbooks and study materials,Counseling services for stress management,Pass,Medium,Low,1,6.0,Good (75-85%),Below Avg (50-59),1,50.7,52.5,51.25,41.16,40.81,48.34,58.03,53.11,37.08,1,2,1
STU_0047,Male,13-15,SS2,Day Student,Yes,Upper-Middle,Both Parents,Postgraduate,Moderate,Often,Poor,2,No,Fair,No,Unreliable,2.9,11,Walking,Low,Partial,2,Yes,Very High,5.4,Good,Moderate,Moderate,Good,Dissatisfied,71.9,Moderate,No Activity,Never,Sometimes,Kinesthetic,50.8,51.0,48.7,50.4,50.2,50.9,52.0,46.6,43.4,48.2,Stable,3-4hrs,Below 50%,Often,English,Excellent,Yes,1,Very Poor,51.1,8.0,Transport challenges cause lateness,Online learning platform and e-library,Pass,High,Low,1,2.0,Fair (65-75%),Below Avg (50-59),1,51.55,30.0,57.5,45.94,48.64,34.3,47.77,44.15,37.23,1,3,1
STU_0048,Female,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,OND/NCE,Low,Sometimes,Fair,1,No,Very Poor,Yes,Very Unreliable,4.4,32,Bus/Danfo,Moderate,Paid,2,No,High,4.7,Good,High,Low,Good,Satisfied,65.0,Low,1 Activity,Weekly,Often,Reading/Writing,68.0,40.4,31.5,54.0,48.5,73.6,38.8,35.8,47.6,48.9,Stable,1-2hrs,Below 50%,Rarely,Science,Good,No,1,Very Poor,44.0,8.0,Lack of textbooks and study materials,Transport support for distant students,Fail,High,Low,0,-0.4,Low (50-65%),Poor (40-49),1,39.89,53.75,42.75,42.18,46.39,29.36,44.58,55.68,34.25,0,3,1
STU_0049,Female,16-18,SS3,Day Student,No,Middle,Both Parents,Postgraduate,Moderate,Always,Good,2,Yes,Good,No,Reliable,6.7,37,Motorcycle,High,Partial,2,No,Moderate,6.7,Good,Low,Moderate,Good,Satisfied,78.9,Moderate,2 Activities,Daily,Sometimes,Visual,61.3,63.7,60.9,66.4,63.1,56.5,58.7,59.6,66.5,60.3,Stable,3-4hrs,Below 50%,Sometimes,Mathematics,Fair,No,4,Fair,59.7,9.0,I find mathematics very difficult,Consistent electricity supply for night reading,Pass,Low,Low,1,2.8,Good (75-85%),Average (60-69),1,55.14,65.0,76.25,60.66,65.93,39.6,67.87,45.96,40.28,1,1,1
STU_0050,Male,16-18,SS3,Boarding,Yes,Low,Both Parents,Unknown,Very Low,Often,Very Poor,4,No,Very Poor,No,Very Unreliable,1.0,5,Bus/Danfo,High,Partial,2,Yes,Very High,5.1,Concerning,Moderate,High,Good,Satisfied,81.9,High,2 Activities,Monthly,Often,Mixed,47.5,63.4,52.0,55.2,54.5,47.0,59.6,48.1,49.9,51.2,Stable,<1hr,71-90%,Often,Science,Fair,Yes,0,Poor,87.6,8.0,Stress from upcoming WAEC examination,Reduction in homework load,Pass,Critical,Medium,1,3.3,Good (75-85%),Below Avg (50-59),1,60.88,68.75,18.75,20.83,38.33,31.8,71.2,62.07,48.73,1,4,2
STU_0051,Female,10-12,JSS1,Day Student,No,Low,Both Parents,Secondary,Moderate,Rarely,Excellent,0,No,No Access,No,Very Unreliable,8.6,60,Motorcycle,High,Partial,1,No,Very Low,8.5,Good,High,Moderate,Good,Neutral,67.0,Moderate,1 Activity,Never,Sometimes,Kinesthetic,47.8,36.7,33.6,48.8,41.7,49.5,51.9,27.8,43.5,43.2,Stable,<1hr,50-70%,Sometimes,Science,Good,No,2,,0.0,0.0,Noisy home environment disrupts studying,Extra tutoring in mathematics and science,Fail,High,Low,0,-1.5,Fair (65-75%),Poor (40-49),0,43.34,37.5,54.75,12.26,78.29,31.94,0.0,54.86,38.25,0,3,1
STU_0052,Female,10-12,JSS1,Day Student,No,Middle,Single Parent,Postgraduate,Low,Often,Good,1,No,Very Poor,Yes,Moderate,0.8,9,Walking,No Stress,Paid,3,No,Moderate,6.6,Fair,Moderate,High,Poor,Neutral,71.4,Moderate,3+ Activities,Monthly,Always,Kinesthetic,60.5,62.7,53.1,70.6,61.7,56.7,75.3,70.2,69.5,67.9,Declining,3-4hrs,50-70%,Often,Social Studies,Fair,No,3,,0.0,0.0,Lack of textbooks and study materials,Recognition and rewards for academic improvement,Pass,Medium,Low,0,-6.2,Fair (65-75%),Average (60-69),0,62.11,70.0,61.25,58.4,56.38,15.62,0.0,53.56,44.15,1,2,1
STU_0053,Female,13-15,SS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Low,Sometimes,Good,1,No,Fair,No,Unreliable,7.6,50,Bus/Danfo,Moderate,Partial,2,No,Moderate,7.4,Good,Moderate,Low,Fair,Satisfied,79.0,Low,1 Activity,Rarely,Sometimes,Reading/Writing,33.1,41.4,45.9,47.8,42.0,36.3,47.9,38.4,47.0,42.4,Stable,>4hrs,Below 50%,Rarely,Social Studies,Poor,No,4,Good,42.0,9.0,Frequent power outages disrupt night reading,Motivational guidance and career counseling,Fail,Medium,Low,0,-0.4,Good (75-85%),Poor (40-49),1,49.12,37.5,46.0,39.35,57.93,38.36,66.9,50.07,33.25,0,2,1
STU_0054,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Good,2,Yes,Excellent,No,Unreliable,5.5,34,Motorcycle,No Stress,Paid,2,No,High,5.3,Good,Moderate,Moderate,Good,Neutral,64.5,Moderate,No Activity,Never,Sometimes,Reading/Writing,66.8,59.5,47.3,57.8,57.8,69.2,59.0,34.5,50.9,53.4,Stable,3-4hrs,Below 50%,Sometimes,Social Studies,Fair,Yes,2,,0.0,0.0,Difficulty understanding some teachers,Extra tutoring in mathematics and science,Pass,Medium,Low,1,4.4,Low (50-65%),Below Avg (50-59),0,49.69,32.5,63.5,52.06,54.68,36.22,0.0,58.31,44.38,1,2,1
STU_0055,Female,10-12,JSS1,Day Student,No,Low,Both Parents,Secondary,Moderate,Often,Poor,6,No,Very Poor,No,Very Unreliable,1.6,12,Bus/Danfo,High,Partial,2,No,Low,8.7,Concerning,High,Moderate,Good,Neutral,63.7,Low,3+ Activities,Daily,Sometimes,Mixed,39.5,50.9,48.3,55.6,48.6,25.0,54.9,44.3,47.5,42.9,Improving,<1hr,50-70%,Always,Mathematics,Fair,No,3,,0.0,0.0,Mental fatigue from combined school and home demands,Better internet access within school,Fail,High,Medium,1,5.7,Low (50-65%),Poor (40-49),0,39.6,60.0,48.5,20.63,57.8,55.23,0.0,60.64,41.58,0,3,2
STU_0056,Female,16-18,SS2,Day Student,No,Middle,Single Parent,BSc/HND,High,Sometimes,Good,1,No,Fair,Yes,Moderate,1.3,5,Bus/Danfo,No Stress,Paid,3,No,Very High,5.3,Poor,High,Low,Good,Very Dissatisfied,85.7,Low,1 Activity,Rarely,Often,Reading/Writing,66.9,68.9,63.9,66.8,66.6,67.1,58.9,67.5,61.7,63.8,Stable,>4hrs,71-90%,Sometimes,Science,Fair,No,0,Poor,72.5,7.0,Noisy home environment disrupts studying,Financial aid or scholarship support,Pass,Low,Medium,1,2.8,Excellent (85%+),Average (60-69),1,75.4,36.25,69.5,70.23,19.43,29.6,62.18,56.44,45.57,1,1,2
STU_0057,Male,16-18,SS3,Day Student,Yes,Low,Single Parent,OND/NCE,High,Sometimes,Poor,1,No,Very Poor,No,Moderate,4.2,25,Motorcycle,Moderate,Partial,2,No,High,5.4,Good,High,Very High,Good,Satisfied,70.0,High,3+ Activities,Weekly,Sometimes,Visual,39.4,47.4,54.1,47.8,47.2,49.3,54.4,54.9,53.8,53.1,Declining,1-2hrs,Below 50%,Often,Mathematics,Good,No,2,Fair,50.9,9.0,Low confidence in science subjects,Financial aid or scholarship support,Fail,High,Low,0,-5.9,Fair (65-75%),Poor (40-49),1,46.02,72.5,54.0,32.25,62.89,14.74,63.9,49.88,42.0,0,3,1
STU_0058,Male,16-18,SS3,Boarding,No,Upper-Middle,Single Parent,BSc/HND,High,Sometimes,Good,5,No,Good,No,Unreliable,7.2,38,Motorcycle,Low,Paid,3,No,Very High,4.9,Fair,Moderate,High,Fair,Very Satisfied,81.1,Very Low,1 Activity,Rarely,Often,Mixed,64.3,72.3,83.2,71.4,72.8,74.8,70.6,77.9,87.2,77.6,Stable,1-2hrs,71-90%,Sometimes,Mathematics,Fair,No,0,Fair,73.7,8.0,Transport challenges cause lateness,Emotional and psychological support services,Pass,Low,Low,0,-4.8,Good (75-85%),Good (70-79),1,68.42,38.75,69.5,50.49,42.74,26.66,71.94,38.78,25.72,1,1,1
STU_0059,Male,13-15,SS2,Day Student,No,Low,Both Parents,BSc/HND,Very High,Rarely,Poor,4,No,Very Poor,Yes,Very Unreliable,7.6,38,Bus/Danfo,High,Outstanding,2,No,Moderate,6.3,Fair,High,Low,Good,Very Dissatisfied,79.3,High,2 Activities,Weekly,Rarely,Reading/Writing,54.8,58.4,47.3,62.2,55.7,59.6,58.5,48.6,71.0,59.4,Stable,>4hrs,Below 50%,Rarely,Science,Good,No,1,Fair,44.5,8.0,No quiet place to study at home,Motivational guidance and career counseling,Pass,Medium,Medium,0,-3.7,Good (75-85%),Below Avg (50-59),1,53.99,53.75,59.5,38.6,48.74,28.09,58.8,55.15,49.18,1,2,2
STU_0060,Male,10-12,JSS2,Day Student,No,Low,Both Parents,BSc/HND,Very Low,Rarely,Poor,0,Yes,Very Poor,No,Moderate,3.5,23,Bus/Danfo,High,Partial,2,Yes,Moderate,7.4,Concerning,Very High,High,Fair,Satisfied,64.9,Very High,No Activity,Weekly,Always,Visual,21.8,32.1,31.1,37.4,30.6,30.7,32.8,38.9,35.3,34.4,Stable,3-4hrs,50-70%,Sometimes,Social Studies,Poor,No,1,,0.0,0.0,Frequent power outages disrupt night reading,Recognition and rewards for academic improvement,Fail,Critical,Medium,0,-3.8,Low (50-65%),Failing (<40),0,46.94,77.5,24.5,32.49,49.26,28.05,0.0,61.43,47.98,0,4,2
STU_0061,Male,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Fair,3,No,Very Poor,Yes,Moderate,9.1,60,Bus/Danfo,Moderate,Partial,2,No,Moderate,5.9,Concerning,High,High,Good,Very Satisfied,66.9,Very Low,2 Activities,Never,Rarely,Reading/Writing,65.5,67.6,60.8,65.5,64.8,64.4,66.3,62.2,68.0,65.2,Stable,>4hrs,71-90%,Sometimes,Science,Fair,No,4,,0.0,0.0,Frequent power outages disrupt night reading,More teacher support outside class hours,Pass,Low,Low,0,-0.4,Fair (65-75%),Average (60-69),0,70.07,26.25,57.25,53.09,50.55,38.36,0.0,42.71,36.28,1,1,1
STU_0062,Male,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Postgraduate,Very High,Rarely,Poor,3,No,Fair,Yes,Unreliable,0.6,5,Walking,Moderate,Paid,3,No,Low,6.8,Fair,Moderate,Moderate,Fair,Satisfied,72.0,Low,No Activity,Rarely,Always,Visual,27.5,41.4,56.7,47.1,43.2,31.5,47.0,57.8,47.1,45.8,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Fair,No,2,,0.0,0.0,Family responsibilities reduce study time,More frequent parent-teacher engagement,Fail,Low,Low,0,-2.6,Fair (65-75%),Poor (40-49),0,42.45,45.0,62.5,61.72,60.56,31.51,0.0,46.85,23.5,0,1,1
STU_0063,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Very High,Never,Fair,4,No,Good,No,Very Unreliable,1.4,7,Walking,High,Outstanding,2,No,Low,8.6,Poor,High,Very High,Good,Neutral,75.2,High,No Activity,Rarely,Often,Reading/Writing,61.3,40.6,51.4,53.5,51.7,62.4,51.8,52.5,52.6,54.8,Stable,<1hr,71-90%,Always,Science,Excellent,No,3,,0.0,0.0,Financial pressure from school fees,Counseling services for stress management,Pass,Low,Medium,0,-3.1,Good (75-85%),Below Avg (50-59),0,50.23,51.25,53.5,41.2,60.25,34.32,0.0,53.66,47.7,1,1,2
STU_0064,Male,13-15,JSS3,Day Student,No,Lower-Middle,Both Parents,Secondary,Low,Never,Fair,2,No,Fair,No,Unreliable,22.7,130,Boarding,Moderate,Paid,2,No,Low,7.9,Poor,High,High,Good,Very Satisfied,64.3,Very Low,No Activity,Weekly,Sometimes,Kinesthetic,52.4,57.9,63.0,58.2,57.9,57.1,63.9,57.8,58.9,59.4,Stable,<1hr,50-70%,Often,Mathematics,Very Poor,No,2,,0.0,0.0,Mental fatigue from combined school and home demands,More teacher support outside class hours,Pass,Medium,Medium,0,-1.5,Low (50-65%),Below Avg (50-59),0,51.01,37.5,27.25,34.25,53.75,31.94,0.0,53.08,25.43,1,2,2
STU_0065,Male,10-12,JSS1,Day Student,No,High,Both Parents,OND/NCE,Moderate,Sometimes,Good,6,No,Very Poor,Yes,Moderate,11.3,67,Bus/Danfo,No Stress,Outstanding,3,No,Very High,4.7,Fair,Very High,Very High,Good,Very Dissatisfied,70.8,High,1 Activity,Monthly,Sometimes,Reading/Writing,88.7,60.4,89.9,86.7,81.4,100.0,60.9,93.0,88.4,85.6,Stable,>4hrs,71-90%,Rarely,English,Fair,No,0,,0.0,0.0,Stress from upcoming WAEC examination,Better internet access within school,Pass,Medium,Medium,0,-4.2,Fair (65-75%),Excellent (80+),0,74.19,50.0,57.75,59.85,45.81,26.9,0.0,52.74,63.3,1,2,2
STU_0066,Female,13-15,JSS3,Boarding,No,Middle,Single Parent,BSc/HND,Low,Sometimes,Fair,0,No,Fair,Yes,Very Reliable,5.9,39,Bus/Danfo,Very High,Outstanding,2,No,Very Low,7.6,Fair,High,Very High,Fair,Dissatisfied,68.9,Very Low,No Activity,Rarely,Always,Reading/Writing,44.3,51.4,50.7,64.1,52.6,51.3,43.9,58.0,53.6,51.7,Stable,1-2hrs,71-90%,Always,Mathematics,Good,Yes,4,,0.0,0.0,Stress from upcoming WAEC examination,Improved school library with digital resources,Pass,High,Medium,1,0.9,Fair (65-75%),Below Avg (50-59),0,52.97,32.5,45.75,81.18,76.52,38.87,0.0,49.85,57.77,1,3,2
STU_0067,Male,10-12,JSS2,Day Student,No,Low,Both Parents,Primary,Moderate,Often,Poor,2,No,Fair,No,Very Unreliable,3.0,21,Motorcycle,Very High,Partial,1,No,Very Low,7.8,Fair,High,Low,Very Poor,Very Satisfied,65.6,High,3+ Activities,Rarely,Rarely,Mixed,35.7,25.6,32.0,19.3,28.2,33.3,25.9,41.5,15.6,29.1,Stable,<1hr,Below 50%,Rarely,Social Studies,Fair,No,2,,0.0,0.0,Financial burden of buying data for online research,Motivational guidance and career counseling,Fail,High,Low,0,-0.9,Fair (65-75%),Failing (<40),0,28.94,58.75,45.5,32.16,56.95,32.17,0.0,68.35,45.6,0,3,1
STU_0068,Female,16-18,SS3,Boarding,No,Lower-Middle,Single Parent,Secondary,High,Sometimes,Poor,2,No,Very Poor,No,Unreliable,3.3,22,Motorcycle,Very High,Outstanding,1,No,High,5.5,Good,High,Very Low,Poor,Neutral,88.6,Low,2 Activities,Never,Often,Mixed,54.9,61.8,49.3,56.5,55.6,66.0,61.3,52.3,56.2,59.0,Stable,3-4hrs,Above 90%,Often,Science,Poor,No,2,Fair,65.2,7.0,Lack of past question papers,Counseling services for stress management,Pass,High,Medium,0,-3.4,Excellent (85%+),Below Avg (50-59),1,77.61,41.25,51.0,28.8,38.11,33.2,65.9,58.35,60.35,1,3,2
STU_0069,Male,13-15,SS1,Boarding,No,Upper-Middle,Both Parents,OND/NCE,Moderate,Sometimes,Fair,2,Yes,Very Poor,No,Very Unreliable,10.3,58,Bus/Danfo,Moderate,Outstanding,3,No,Moderate,7.1,Fair,Very Low,Moderate,Poor,Satisfied,71.9,Very High,2 Activities,Rarely,Rarely,Auditory,54.4,63.7,53.6,39.2,52.7,56.1,69.5,53.7,53.5,58.2,Declining,3-4hrs,50-70%,Sometimes,Social Studies,Good,Yes,2,Poor,52.2,7.0,Financial burden of buying data for online research,After-school remedial classes,Pass,Medium,Low,0,-5.5,Fair (65-75%),Below Avg (50-59),1,56.42,58.75,51.5,25.19,56.45,12.89,53.05,49.54,44.03,1,2,1
STU_0070,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Moderate,Sometimes,Fair,5,No,Very Poor,No,Unreliable,0.8,5,Walking,High,Partial,2,No,Low,7.5,Fair,Moderate,High,Very Poor,Neutral,76.4,High,2 Activities,Weekly,Always,Reading/Writing,57.0,43.5,45.4,56.7,50.7,61.6,39.0,58.5,60.5,54.9,Stable,1-2hrs,Above 90%,Always,English,Fair,No,0,,0.0,0.0,Too many assignments and heavy workload,Improved school library with digital resources,Pass,Medium,Low,0,-4.2,Good (75-85%),Below Avg (50-59),0,60.84,77.5,48.5,29.65,62.06,24.9,0.0,52.03,38.4,1,2,1
STU_0071,Female,10-12,JSS2,Day Student,No,Low,Both Parents,OND/NCE,High,Sometimes,Good,3,No,Fair,No,Unreliable,0.5,6,Bicycle,Moderate,Paid,1,No,Low,8.2,Good,Very Low,High,Good,Satisfied,62.5,Moderate,3+ Activities,Monthly,Often,Mixed,36.3,44.2,54.8,58.6,48.5,34.6,38.0,55.6,65.2,48.3,Stable,1-2hrs,71-90%,Often,Mathematics,Fair,Yes,3,,0.0,0.0,Low confidence in science subjects,Emotional and psychological support services,Fail,Medium,Low,1,0.2,Low (50-65%),Poor (40-49),0,57.93,66.25,66.5,39.25,82.39,35.6,0.0,39.27,25.88,0,2,1
STU_0072,Male,16-18,SS3,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Sometimes,Very Poor,0,No,Fair,Yes,Reliable,35.5,180,Private Car,Moderate,Outstanding,3,No,Moderate,7.2,Concerning,Moderate,High,Excellent,Satisfied,72.3,High,2 Activities,Rarely,Always,Visual,46.9,72.6,59.2,78.8,64.4,52.1,74.7,55.8,78.1,65.2,Stable,1-2hrs,Above 90%,Always,Mathematics,Fair,Yes,3,Good,48.8,8.0,Low confidence in science subjects,More teacher support outside class hours,Pass,Low,Low,0,-0.8,Fair (65-75%),Average (60-69),1,64.61,70.0,42.0,64.93,57.83,35.21,67.74,42.52,43.92,1,1,1
STU_0073,Male,16-18,SS3,Boarding,No,Middle,Both Parents,BSc/HND,Very High,Always,Poor,2,No,Fair,No,Very Unreliable,0.6,5,Walking,Very High,Outstanding,3,No,Moderate,7.2,Poor,High,Moderate,Very Poor,Neutral,81.4,Very Low,3+ Activities,Weekly,Always,Auditory,67.8,68.0,64.5,62.9,65.8,70.6,74.4,59.7,71.5,69.0,Stable,1-2hrs,50-70%,Sometimes,Science,Poor,No,1,Very Poor,67.4,9.0,Noisy home environment disrupts studying,Safe and quiet study environment at school,Pass,Low,High,0,-3.2,Good (75-85%),Average (60-69),1,59.38,60.0,78.25,37.97,33.5,28.28,57.33,61.05,55.65,1,1,3
STU_0074,Female,13-15,JSS3,Day Student,No,Middle,Both Parents,OND/NCE,High,Always,Poor,2,No,Poor,No,Moderate,3.2,17,Bus/Danfo,Moderate,Paid,2,No,Moderate,6.0,Good,Moderate,High,Poor,Satisfied,71.9,Low,3+ Activities,Monthly,Sometimes,Reading/Writing,68.4,64.6,60.4,63.7,64.3,76.3,65.7,54.8,65.4,65.6,Stable,3-4hrs,50-70%,Sometimes,Science,Fair,Yes,4,,0.0,0.0,Financial burden of buying data for online research,More frequent parent-teacher engagement,Pass,Low,Low,0,-1.3,Fair (65-75%),Average (60-69),0,60.48,52.5,66.5,43.59,62.43,38.02,0.0,42.93,26.02,1,1,1
STU_0075,Female,16-18,SS3,Day Student,No,Low,Guardian/Relative,Secondary,Very Low,Often,Poor,6,No,Poor,No,Unreliable,9.8,64,Motorcycle,No Stress,Paid,2,No,Very High,4.9,Concerning,Very Low,High,Excellent,Dissatisfied,76.2,Moderate,No Activity,Weekly,Rarely,Visual,57.6,63.7,55.8,71.4,62.1,54.1,70.5,52.3,76.4,63.3,Stable,<1hr,Above 90%,Always,Science,Fair,No,0,Fair,65.2,8.0,I find mathematics very difficult,More frequent parent-teacher engagement,Pass,Medium,Low,0,-1.2,Good (75-85%),Average (60-69),1,60.78,38.75,31.0,30.11,44.4,28.06,68.12,63.65,51.95,1,2,1
STU_0076,Female,13-15,SS1,Boarding,No,Low,Single Parent,Postgraduate,High,Always,Poor,3,No,Excellent,No,Reliable,20.2,119,Private Car,Very High,Outstanding,1,No,Very Low,8.0,Good,Moderate,Moderate,Good,Dissatisfied,65.5,Moderate,No Activity,Weekly,Rarely,Auditory,37.6,44.3,31.8,29.7,35.8,44.3,35.4,45.3,30.8,38.9,Stable,1-2hrs,Above 90%,Always,Social Studies,Fair,No,0,Poor,47.4,8.0,Mental fatigue from combined school and home demands,Transport support for distant students,Fail,High,Medium,0,-3.1,Fair (65-75%),Failing (<40),1,52.9,38.75,72.5,57.09,79.21,25.32,53.11,49.66,58.62,0,3,2
