student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk
STU_0048,Female,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,OND/NCE,Low,Sometimes,Fair,1,No,Very Poor,Yes,Very Unreliable,4.4,32,Bus/Danfo,Moderate,Paid,2,No,High,4.7,Good,High,Low,Good,Satisfied,65.0,Low,1 Activity,Weekly,Often,Reading/Writing,68.0,40.4,31.5,54.0,48.5,73.6,38.8,35.8,47.6,48.9,Stable,1-2hrs,Below 50%,Rarely,Science,Good,No,1,Very Poor,44.0,8.0,Lack of textbooks and study materials,Transport support for distant students,Fail,High,Low
STU_0049,Female,16-18,SS3,Day Student,No,Middle,Both Parents,Postgraduate,Moderate,Always,Good,2,Yes,Good,No,Reliable,6.7,37,Motorcycle,High,Partial,2,No,Moderate,6.7,Good,Low,Moderate,Good,Satisfied,78.9,Moderate,2 Activities,Daily,Sometimes,Visual,61.3,63.7,60.9,66.4,63.1,56.5,58.7,59.6,66.5,60.3,Stable,3-4hrs,Below 50%,Sometimes,Mathematics,Fair,No,4,Fair,59.7,9.0,I find mathematics very difficult,Consistent electricity supply for night reading,Pass,Low,Low
STU_0050,Male,16-18,SS3,Boarding,Yes,Low,Both Parents,Unknown,Very Low,Often,Very Poor,4,No,Very Poor,No,Very Unreliable,1.0,5,Bus/Danfo,High,Partial,2,Yes,Very High,5.1,Concerning,Moderate,High,Good,Satisfied,81.9,High,2 Activities,Monthly,Often,Mixed,47.5,63.4,52.0,55.2,54.5,47.0,59.6,48.1,49.9,51.2,Stable,<1hr,71-90%,Often,Science,Fair,Yes,0,Poor,87.6,8.0,Stress from upcoming WAEC examination,Reduction in homework load,Pass,Critical,Medium
STU_0051,Female,10-12,JSS1,Day Student,No,Low,Both Parents,Secondary,Moderate,Rarely,Excellent,0,No,No Access,No,Very Unreliable,8.6,60,Motorcycle,High,Partial,1,No,Very Low,8.5,Good,High,Moderate,Good,Neutral,67.0,Moderate,1 Activity,Never,Sometimes,Kinesthetic,47.8,36.7,33.6,48.8,41.7,49.5,51.9,27.8,43.5,43.2,Stable,<1hr,50-70%,Sometimes,Science,Good,No,2,,,,Noisy home environment disrupts studying,Extra tutoring in mathematics and science,Fail,High,Low
STU_0052,Female,10-12,JSS1,Day Student,No,Middle,Single Parent,Postgraduate,Low,Often,Good,1,No,Very Poor,Yes,Moderate,0.8,9,Walking,No Stress,Paid,3,No,Moderate,6.6,Fair,Moderate,High,Poor,Neutral,71.4,Moderate,3+ Activities,Monthly,Always,Kinesthetic,60.5,62.7,53.1,70.6,61.7,56.7,75.3,70.2,69.5,67.9,Declining,3-4hrs,50-70%,Often,Social Studies,Fair,No,3,,,,Lack of textbooks and study materials,Recognition and rewards for academic improvement,Pass,Medium,Low
STU_0053,Female,13-15,SS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Low,Sometimes,Good,1,No,Fair,No,Unreliable,7.6,50,Bus/Danfo,Moderate,Partial,2,No,Moderate,7.4,Good,Moderate,Low,Fair,Satisfied,79.0,Low,1 Activity,Rarely,Sometimes,Reading/Writing,33.1,41.4,45.9,47.8,42.0,36.3,47.9,38.4,47.0,42.4,Stable,>4hrs,Below 50%,Rarely,Social Studies,Poor,No,4,Good,42.0,9.0,Frequent power outages disrupt night reading,Motivational guidance and career counseling,Fail,Medium,Low
STU_0054,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Good,2,Yes,Excellent,No,Unreliable,5.5,34,Motorcycle,No Stress,Paid,2,No,High,5.3,Good,Moderate,Moderate,Good,Neutral,64.5,Moderate,No Activity,Never,Sometimes,Reading/Writing,66.8,59.5,47.3,57.8,57.8,69.2,59.0,34.5,50.9,53.4,Stable,3-4hrs,Below 50%,Sometimes,Social Studies,Fair,Yes,2,,,,Difficulty understanding some teachers,Extra tutoring in mathematics and science,Pass,Medium,Low
STU_0055,Female,10-12,JSS1,Day Student,No,Low,Both Parents,Secondary,Moderate,Often,Poor,6,No,Very Poor,No,Very Unreliable,1.6,12,Bus/Danfo,High,Partial,2,No,Low,8.7,Concerning,High,Moderate,Good,Neutral,63.7,Low,3+ Activities,Daily,Sometimes,Mixed,39.5,50.9,48.3,55.6,48.6,25.0,54.9,44.3,47.5,42.9,Improving,<1hr,50-70%,Always,Mathematics,Fair,No,3,,,,Mental fatigue from combined school and home demands,Better internet access within school,Fail,High,Medium
STU_0056,Female,16-18,SS2,Day Student,No,Middle,Single Parent,BSc/HND,High,Sometimes,Good,1,No,Fair,Yes,Moderate,1.3,5,Bus/Danfo,No Stress,Paid,3,No,Very High,5.3,Poor,High,Low,Good,Very Dissatisfied,85.7,Low,1 Activity,Rarely,Often,Reading/Writing,66.9,68.9,63.9,66.8,66.6,67.1,58.9,67.5,61.7,63.8,Stable,>4hrs,71-90%,Sometimes,Science,Fair,No,0,Poor,72.5,7.0,Noisy home environment disrupts studying,Financial aid or scholarship support,Pass,Low,Medium
STU_0057,Male,16-18,SS3,Day Student,Yes,Low,Single Parent,OND/NCE,High,Sometimes,Poor,1,No,Very Poor,No,Moderate,4.2,25,Motorcycle,Moderate,Partial,2,No,High,5.4,Good,High,Very High,Good,Satisfied,70.0,High,3+ Activities,Weekly,Sometimes,Visual,39.4,47.4,54.1,47.8,47.2,49.3,54.4,54.9,53.8,53.1,Declining,1-2hrs,Below 50%,Often,Mathematics,Good,No,2,Fair,50.9,9.0,Low confidence in science subjects,Financial aid or scholarship support,Fail,High,Low
STU_0058,Male,16-18,SS3,Boarding,No,Upper-Middle,Single Parent,BSc/HND,High,Sometimes,Good,5,No,Good,No,Unreliable,7.2,38,Motorcycle,Low,Paid,3,No,Very High,4.9,Fair,Moderate,High,Fair,Very Satisfied,81.1,Very Low,1 Activity,Rarely,Often,Mixed,64.3,72.3,83.2,71.4,72.8,74.8,70.6,77.9,87.2,77.6,Stable,1-2hrs,71-90%,Sometimes,Mathematics,Fair,No,0,Fair,73.7,8.0,Transport challenges cause lateness,Emotional and psychological support services,Pass,Low,Low
STU_0059,Male,13-15,SS2,Day Student,No,Low,Both Parents,BSc/HND,Very High,Rarely,Poor,4,No,Very Poor,Yes,Very Unreliable,7.6,38,Bus/Danfo,High,Outstanding,2,No,Moderate,6.3,Fair,High,Low,Good,Very Dissatisfied,79.3,High,2 Activities,Weekly,Rarely,Reading/Writing,54.8,58.4,47.3,62.2,55.7,59.6,58.5,48.6,71.0,59.4,Stable,>4hrs,Below 50%,Rarely,Science,Good,No,1,Fair,44.5,8.0,No quiet place to study at home,Motivational guidance and career counseling,Pass,Medium,Medium
STU_0060,Male,10-12,JSS2,Day Student,No,Low,Both Parents,BSc/HND,Very Low,Rarely,Poor,0,Yes,Very Poor,No,Moderate,3.5,23,Bus/Danfo,High,Partial,2,Yes,Moderate,7.4,Concerning,Very High,High,Fair,Satisfied,64.9,Very High,No Activity,Weekly,Always,Visual,21.8,32.1,31.1,37.4,30.6,30.7,32.8,38.9,35.3,34.4,Stable,3-4hrs,50-70%,Sometimes,Social Studies,Poor,No,1,,,,Frequent power outages disrupt night reading,Recognition and rewards for academic improvement,Fail,Critical,Medium
STU_0061,Male,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Fair,3,No,Very Poor,Yes,Moderate,9.1,60,Bus/Danfo,Moderate,Partial,2,No,Moderate,5.9,Concerning,High,High,Good,Very Satisfied,66.9,Very Low,2 Activities,Never,Rarely,Reading/Writing,65.5,67.6,60.8,65.5,64.8,64.4,66.3,62.2,68.0,65.2,Stable,>4hrs,71-90%,Sometimes,Science,Fair,No,4,,,,Frequent power outages disrupt night reading,More teacher support outside class hours,Pass,Low,Low
STU_0062,Male,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Postgraduate,Very High,Rarely,Poor,3,No,Fair,Yes,Unreliable,0.6,5,Walking,Moderate,Paid,3,No,Low,6.8,Fair,Moderate,Moderate,Fair,Satisfied,72.0,Low,No Activity,Rarely,Always,Visual,27.5,41.4,56.7,47.1,43.2,31.5,47.0,57.8,47.1,45.8,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Fair,No,2,,,,Family responsibilities reduce study time,More frequent parent-teacher engagement,Fail,Low,Low
STU_0063,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Very High,Never,Fair,4,No,Good,No,Very Unreliable,1.4,7,Walking,High,Outstanding,2,No,Low,8.6,Poor,High,Very High,Good,Neutral,75.2,High,No Activity,Rarely,Often,Reading/Writing,61.3,40.6,51.4,53.5,51.7,62.4,51.8,52.5,52.6,54.8,Stable,<1hr,71-90%,Always,Science,Excellent,No,3,,,,Financial pressure from school fees,Counseling services for stress management,Pass,Low,Medium
STU_0064,Male,13-15,JSS3,Day Student,No,Lower-Middle,Both Parents,Secondary,Low,Never,Fair,2,No,Fair,No,Unreliable,22.7,130,Boarding,Moderate,Paid,2,No,Low,7.9,Poor,High,High,Good,Very Satisfied,64.3,Very Low,No Activity,Weekly,Sometimes,Kinesthetic,52.4,57.9,63.0,58.2,57.9,57.1,63.9,57.8,58.9,59.4,Stable,<1hr,50-70%,Often,Mathematics,Very Poor,No,2,,,,Mental fatigue from combined school and home demands,More teacher support outside class hours,Pass,Medium,Medium
STU_0065,Male,10-12,JSS1,Day Student,No,High,Both Parents,OND/NCE,Moderate,Sometimes,Good,6,No,Very Poor,Yes,Moderate,11.3,67,Bus/Danfo,No Stress,Outstanding,3,No,Very High,4.7,Fair,Very High,Very High,Good,Very Dissatisfied,70.8,High,1 Activity,Monthly,Sometimes,Reading/Writing,88.7,60.4,89.9,86.7,81.4,100.0,60.9,93.0,88.4,85.6,Stable,>4hrs,71-90%,Rarely,English,Fair,No,0,,,,Stress from upcoming WAEC examination,Better internet access within school,Pass,Medium,Medium
STU_0066,Female,13-15,JSS3,Boarding,No,Middle,Single Parent,BSc/HND,Low,Sometimes,Fair,0,No,Fair,Yes,Very Reliable,5.9,39,Bus/Danfo,Very High,Outstanding,2,No,Very Low,7.6,Fair,High,Very High,Fair,Dissatisfied,68.9,Very Low,No Activity,Rarely,Always,Reading/Writing,44.3,51.4,50.7,64.1,52.6,51.3,43.9,58.0,53.6,51.7,Stable,1-2hrs,71-90%,Always,Mathematics,Good,Yes,4,,,,Stress from upcoming WAEC examination,Improved school library with digital resources,Pass,High,Medium
STU_0067,Male,10-12,JSS2,Day Student,No,Low,Both Parents,Primary,Moderate,Often,Poor,2,No,Fair,No,Very Unreliable,3.0,21,Motorcycle,Very High,Partial,1,No,Very Low,7.8,Fair,High,Low,Very Poor,Very Satisfied,65.6,High,3+ Activities,Rarely,Rarely,Mixed,35.7,25.6,32.0,19.3,28.2,33.3,25.9,41.5,15.6,29.1,Stable,<1hr,Below 50%,Rarely,Social Studies,Fair,No,2,,,,Financial burden of buying data for online research,Motivational guidance and career counseling,Fail,High,Low
STU_0068,Female,16-18,SS3,Boarding,No,Lower-Middle,Single Parent,Secondary,High,Sometimes,Poor,2,No,Very Poor,No,Unreliable,3.3,22,Motorcycle,Very High,Outstanding,1,No,High,5.5,Good,High,Very Low,Poor,Neutral,88.6,Low,2 Activities,Never,Often,Mixed,54.9,61.8,49.3,56.5,55.6,66.0,61.3,52.3,56.2,59.0,Stable,3-4hrs,Above 90%,Often,Science,Poor,No,2,Fair,65.2,7.0,Lack of past question papers,Counseling services for stress management,Pass,High,Medium
STU_0069,Male,13-15,SS1,Boarding,No,Upper-Middle,Both Parents,OND/NCE,Moderate,Sometimes,Fair,2,Yes,Very Poor,No,Very Unreliable,10.3,58,Bus/Danfo,Moderate,Outstanding,3,No,Moderate,7.1,Fair,Very Low,Moderate,Poor,Satisfied,71.9,Very High,2 Activities,Rarely,Rarely,Auditory,54.4,63.7,53.6,39.2,52.7,56.1,69.5,53.7,53.5,58.2,Declining,3-4hrs,50-70%,Sometimes,Social Studies,Good,Yes,2,Poor,52.2,7.0,Financial burden of buying data for online research,After-school remedial classes,Pass,Medium,Low
STU_0070,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Moderate,Sometimes,Fair,5,No,Very Poor,No,Unreliable,0.8,5,Walking,High,Partial,2,No,Low,7.5,Fair,Moderate,High,Very Poor,Neutral,76.4,High,2 Activities,Weekly,Always,Reading/Writing,57.0,43.5,45.4,56.7,50.7,61.6,39.0,58.5,60.5,54.9,Stable,1-2hrs,Above 90%,Always,English,Fair,No,0,,,,Too many assignments and heavy workload,Improved school library with digital resources,Pass,Medium,Low
STU_0071,Female,10-12,JSS2,Day Student,No,Low,Both Parents,OND/NCE,High,Sometimes,Good,3,No,Fair,No,Unreliable,0.5,6,Bicycle,Moderate,Paid,1,No,Low,8.2,Good,Very Low,High,Good,Satisfied,62.5,Moderate,3+ Activities,Monthly,Often,Mixed,36.3,44.2,54.8,58.6,48.5,34.6,38.0,55.6,65.2,48.3,Stable,1-2hrs,71-90%,Often,Mathematics,Fair,Yes,3,,,,Low confidence in science subjects,Emotional and psychological support services,Fail,Medium,Low
STU_0072,Male,16-18,SS3,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Sometimes,Very Poor,0,No,Fair,Yes,Reliable,35.5,180,Private Car,Moderate,Outstanding,3,No,Moderate,7.2,Concerning,Moderate,High,Excellent,Satisfied,72.3,High,2 Activities,Rarely,Always,Visual,46.9,72.6,59.2,78.8,64.4,52.1,74.7,55.8,78.1,65.2,Stable,1-2hrs,Above 90%,Always,Mathematics,Fair,Yes,3,Good,48.8,8.0,Low confidence in science subjects,More teacher support outside class hours,Pass,Low,Low
STU_0073,Male,16-18,SS3,Boarding,No,Middle,Both Parents,BSc/HND,Very High,Always,Poor,2,No,Fair,No,Very Unreliable,0.6,5,Walking,Very High,Outstanding,3,No,Moderate,7.2,Poor,High,Moderate,Very Poor,Neutral,81.4,Very Low,3+ Activities,Weekly,Always,Auditory,67.8,68.0,64.5,62.9,65.8,70.6,74.4,59.7,71.5,69.0,Stable,1-2hrs,50-70%,Sometimes,Science,Poor,No,1,Very Poor,67.4,9.0,Noisy home environment disrupts studying,Safe and quiet study environment at school,Pass,Low,High
STU_0074,Female,13-15,JSS3,Day Student,No,Middle,Both Parents,OND/NCE,High,Always,Poor,2,No,Poor,No,Moderate,3.2,17,Bus/Danfo,Moderate,Paid,2,No,Moderate,6.0,Good,Moderate,High,Poor,Satisfied,71.9,Low,3+ Activities,Monthly,Sometimes,Reading/Writing,68.4,64.6,60.4,63.7,64.3,76.3,65.7,54.8,65.4,65.6,Stable,3-4hrs,50-70%,Sometimes,Science,Fair,Yes,4,,,,Financial burden of buying data for online research,More frequent parent-teacher engagement,Pass,Low,Low
STU_0075,Female,16-18,SS3,Day Student,No,Low,Guardian/Relative,Secondary,Very Low,Often,Poor,6,No,Poor,No,Unreliable,9.8,64,Motorcycle,No Stress,Paid,2,No,Very High,4.9,Concerning,Very Low,High,Excellent,Dissatisfied,76.2,Moderate,No Activity,Weekly,Rarely,Visual,57.6,63.7,55.8,71.4,62.1,54.1,70.5,52.3,76.4,63.3,Stable,<1hr,Above 90%,Always,Science,Fair,No,0,Fair,65.2,8.0,I find mathematics very difficult,More frequent parent-teacher engagement,Pass,Medium,Low
STU_0076,Female,13-15,SS1,Boarding,No,Low,Single Parent,Postgraduate,High,Always,Poor,3,No,Excellent,No,Reliable,20.2,119,Private Car,Very High,Outstanding,1,No,Very Low,8.0,Good,Moderate,Moderate,Good,Dissatisfied,65.5,Moderate,No Activity,Weekly,Rarely,Auditory,37.6,44.3,31.8,29.7,35.8,44.3,35.4,45.3,30.8,38.9,Stable,1-2hrs,Above 90%,Always,Social Studies,Fair,No,0,Poor,47.4,8.0,Mental fatigue from combined school and home demands,Transport support for distant students,Fail,High,Medium
STU_0077,Female,13-15,SS2,Boarding,No,Middle,Both Parents,Primary,Low,Sometimes,Good,3,No,Poor,Yes,Moderate,24.5,150,School Bus,No Stress,Paid,3,No,Very High,6.2,Fair,Very Low,Low,Good,Satisfied,78.8,High,1 Activity,Weekly,Rarely,Reading/Writing,70.1,78.9,68.8,63.8,70.4,53.0,82.2,63.5,67.1,66.4,Stable,1-2hrs,71-90%,Always,Mathematics,Very Poor,Yes,0,Poor,56.9,8.0,Stress from upcoming WAEC examination,Improved school library with digital resources,Pass,Medium,Low
STU_0078,Male,13-15,SS1,Day Student,No,Lower-Middle,Guardian/Relative,Postgraduate,High,Sometimes,Poor,3,No,Good,Yes,Very Unreliable,9.5,56,Private Car,Very High,Outstanding,2,No,Very Low,8.5,Fair,High,High,Excellent,Very Satisfied,58.0,Moderate,No Activity,Weekly,Rarely,Auditory,55.1,59.4,47.0,61.7,55.8,50.8,50.4,57.7,58.8,54.4,Stable,<1hr,71-90%,Sometimes,Science,Good,No,1,Very Poor,54.6,7.0,Low confidence in science subjects,Financial aid or scholarship support,Pass,Medium,High
STU_0079,Male,13-15,SS2,Day Student,No,Middle,Single Parent,OND/NCE,Very High,Often,Fair,4,No,Fair,Yes,Very Reliable,5.2,25,Motorcycle,High,Partial,2,No,Moderate,6.7,Fair,High,High,Good,Satisfied,68.6,Moderate,No Activity,Monthly,Sometimes,Kinesthetic,81.1,68.3,78.3,77.1,76.2,71.7,87.0,76.9,88.1,80.9,Stable,1-2hrs,Above 90%,Always,English,Good,Yes,3,Excellent,69.4,7.0,Lack of textbooks and study materials,Online learning platform and e-library,Pass,Low,Low
STU_0080,Male,10-12,JSS3,Day Student,No,Middle,Single Parent,Postgraduate,Very High,Sometimes,Fair,3,No,Very Poor,No,Very Unreliable,6.0,44,Motorcycle,Low,Paid,2,No,Very High,6.5,Fair,High,High,Good,Very Satisfied,70.5,High,2 Activities,Weekly,Always,Auditory,70.7,61.3,62.3,64.6,64.7,73.1,70.7,69.6,61.7,68.8,Stable,1-2hrs,Below 50%,Sometimes,English,Fair,No,1,,,,Mental fatigue from combined school and home demands,Peer mentorship and study groups,Pass,Medium,Low
STU_0081,Female,16-18,SS3,Boarding,Yes,Lower-Middle,Single Parent,OND/NCE,Moderate,Often,Poor,2,No,Fair,No,Moderate,1.2,7,Walking,Moderate,Paid,2,No,Very High,5.1,Concerning,Very Low,Low,Good,Very Satisfied,73.3,High,1 Activity,Weekly,Never,Visual,31.8,66.5,48.4,59.6,51.6,38.5,69.2,40.8,53.9,50.6,Stable,3-4hrs,71-90%,Always,English,Poor,No,0,Good,43.3,9.0,Low confidence in science subjects,More teacher support outside class hours,Pass,High,Low
STU_0082,Female,10-12,JSS1,Boarding,Yes,Upper-Middle,Both Parents,OND/NCE,Moderate,Often,Good,4,No,Excellent,Yes,Reliable,20.8,121,Bus/Danfo,No Stress,Paid,2,No,High,6.1,Fair,Very Low,Moderate,Fair,Satisfied,67.7,Moderate,2 Activities,Never,Rarely,Kinesthetic,57.9,57.1,55.8,65.7,59.1,57.8,45.9,55.7,66.7,56.5,Stable,1-2hrs,50-70%,Always,English,Fair,No,3,,,,Noisy home environment disrupts studying,Improved school library with digital resources,Pass,Medium,Low
STU_0083,Male,10-12,JSS1,Day Student,No,Upper-Middle,Both Parents,BSc/HND,Moderate,Always,Fair,3,No,Fair,Yes,Very Unreliable,34.4,180,Bus/Danfo,No Stress,Paid,2,No,High,6.0,Fair,Very High,High,Good,Very Satisfied,61.6,Very High,3+ Activities,Rarely,Often,Reading/Writing,49.0,58.0,63.5,69.1,59.9,58.5,48.4,52.2,80.3,59.9,Stable,1-2hrs,Below 50%,Always,Social Studies,Fair,No,1,,,,Noisy home environment disrupts studying,More frequent parent-teacher engagement,Pass,Medium,Low
STU_0084,Male,10-12,JSS2,Day Student,No,Middle,Both Parents,BSc/HND,High,Rarely,Fair,3,No,Good,Yes,Moderate,3.4,13,Motorcycle,Moderate,Paid,3,No,Moderate,7.3,Fair,Low,Very High,Fair,Dissatisfied,64.7,Very Low,2 Activities,Never,Always,Kinesthetic,45.7,60.2,54.4,57.5,54.4,40.3,73.5,54.6,53.4,55.4,Stable,<1hr,71-90%,Sometimes,Mathematics,Good,No,4,,,,Transport challenges cause lateness,Extra tutoring in mathematics and science,Pass,Low,Low
STU_0085,Male,10-12,JSS1,Boarding,No,Low,Both Parents,Secondary,Low,Often,Good,6,No,Very Poor,No,Reliable,0.7,5,Bicycle,High,Partial,2,No,Very Low,9.0,Poor,High,Very High,Good,Satisfied,64.7,Low,1 Activity,Never,Sometimes,Auditory,48.7,41.9,43.9,44.3,44.7,38.9,33.8,49.4,43.2,41.3,Stable,1-2hrs,50-70%,Always,English,Poor,No,0,,,,Transport challenges cause lateness,Emotional and psychological support services,Fail,Critical,High
STU_0086,Male,10-12,JSS1,Day Student,Yes,Low,Both Parents,OND/NCE,High,Sometimes,Poor,4,No,Fair,No,Very Reliable,32.7,180,School Bus,High,Outstanding,3,Yes,Low,7.7,Good,High,Moderate,Very Poor,Satisfied,56.5,High,No Activity,Weekly,Sometimes,Visual,23.0,27.3,20.2,52.6,30.8,28.1,30.8,27.0,54.1,35.0,Stable,1-2hrs,50-70%,Often,Science,Good,No,1,,,,Working part-time limits study time,Online learning platform and e-library,Fail,High,High
STU_0087,Female,13-15,JSS3,Day Student,Yes,Lower-Middle,Single Parent,BSc/HND,Very Low,Sometimes,Good,4,No,Good,No,Moderate,5.4,29,Motorcycle,Low,Paid,2,No,High,4.5,Good,Moderate,Very High,Fair,Dissatisfied,70.8,High,1 Activity,Daily,Sometimes,Visual,41.4,50.3,47.8,54.6,48.5,49.6,63.1,47.8,46.7,51.8,Stable,<1hr,50-70%,Sometimes,Mathematics,Fair,Yes,3,,,,Poor internet connection at home,Better equipped computer laboratory,Fail,High,Low
STU_0088,Female,13-15,SS1,Boarding,No,Low,Guardian/Relative,Unknown,Low,Rarely,Fair,5,No,Good,No,Unreliable,19.4,123,Boarding,High,Paid,2,No,Moderate,6.4,Concerning,Moderate,Very Low,Fair,Very Satisfied,71.8,Moderate,No Activity,Monthly,Sometimes,Kinesthetic,39.4,50.5,47.7,50.3,47.0,40.1,51.2,45.2,42.0,44.6,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Good,No,2,Poor,49.3,9.0,Mental fatigue from combined school and home demands,After-school remedial classes,Fail,High,Low
STU_0089,Female,10-12,JSS3,Day Student,No,High,Guardian/Relative,Secondary,Low,Often,Fair,1,No,Fair,Yes,Moderate,11.1,65,Bus/Danfo,Moderate,Partial,2,No,Moderate,7.2,Concerning,Low,Very High,Fair,Very Dissatisfied,61.9,Very High,No Activity,Weekly,Often,Reading/Writing,58.8,68.4,56.2,69.3,63.2,71.6,60.0,56.8,76.1,66.1,Stable,3-4hrs,71-90%,Always,Science,Excellent,Yes,3,,,,Long distance to school is exhausting,Flexible tuition payment plans,Pass,Medium,Low
STU_0090,Male,16-18,SS3,Day Student,No,Low,Guardian/Relative,OND/NCE,Very High,Always,Good,2,No,Fair,No,Moderate,4.8,22,Walking,High,Outstanding,1,No,Moderate,7.2,Poor,Very High,Moderate,Poor,Neutral,69.8,High,No Activity,Rarely,Often,Mixed,53.0,40.3,43.7,48.4,46.4,56.6,27.9,39.7,48.9,43.3,Stable,1-2hrs,Below 50%,Rarely,English,Good,No,0,Fair,41.9,9.0,No quiet place to study at home,Improved school library with digital resources,Fail,High,Medium
STU_0091,Male,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,Secondary,High,Rarely,Good,3,No,No Access,Yes,Moderate,15.4,90,Bus/Danfo,No Stress,Paid,2,No,Very High,4.8,Good,Moderate,High,Good,Very Dissatisfied,66.8,Very Low,2 Activities,Weekly,Always,Mixed,51.5,67.7,65.4,74.3,64.7,54.3,70.4,61.4,67.9,63.5,Stable,1-2hrs,71-90%,Often,Science,Very Poor,No,0,Excellent,69.7,9.0,Too many assignments and heavy workload,Better internet access within school,Pass,Medium,Low
STU_0092,Female,16-18,SS2,Day Student,No,Lower-Middle,Guardian/Relative,BSc/HND,Moderate,Sometimes,Fair,2,No,Poor,No,Reliable,4.0,17,Bus/Danfo,Very High,Partial,3,No,Low,6.6,Concerning,Low,Very Low,Good,Satisfied,70.9,High,2 Activities,Rarely,Always,Visual,26.3,46.1,28.6,40.6,35.4,23.3,38.4,25.7,38.7,31.5,Stable,<1hr,Above 90%,Always,Mathematics,Fair,No,1,Very Poor,26.5,8.0,Lack of textbooks and study materials,Financial aid or scholarship support,Fail,High,Low
STU_0093,Female,13-15,SS1,Boarding,Yes,Middle,Both Parents,OND/NCE,Low,Sometimes,Good,4,No,Poor,No,Very Unreliable,3.6,17,Bus/Danfo,High,Outstanding,1,Yes,Moderate,6.5,Concerning,Moderate,Very High,Excellent,Neutral,69.3,Moderate,1 Activity,Weekly,Always,Mixed,48.0,38.3,43.7,50.3,45.1,38.9,38.3,45.3,46.9,42.3,Stable,3-4hrs,Above 90%,Always,English,Fair,No,4,Poor,43.7,7.0,I find mathematics very difficult,Better equipped computer laboratory,Fail,Critical,Medium
STU_0094,Female,10-12,JSS1,Day Student,No,Low,Both Parents,OND/NCE,Moderate,Always,Fair,4,No,No Access,No,Very Unreliable,4.9,24,Motorcycle,Very High,Outstanding,2,Yes,Low,7.7,Concerning,Low,High,Excellent,Satisfied,65.1,Low,3+ Activities,Weekly,Sometimes,Visual,30.7,45.8,32.5,38.4,36.8,28.8,38.3,42.6,38.4,37.0,Stable,>4hrs,Below 50%,Rarely,Mathematics,Good,No,5,,,,Mental fatigue from combined school and home demands,Online learning platform and e-library,Fail,High,Medium
STU_0095,Female,13-15,SS1,Boarding,Yes,Lower-Middle,Both Parents,Secondary,Low,Sometimes,Fair,3,No,Poor,No,Moderate,8.4,40,Motorcycle,Moderate,Partial,1,No,Moderate,5.7,Fair,High,Moderate,Fair,Satisfied,67.3,Moderate,No Activity,Daily,Rarely,Reading/Writing,43.0,60.1,34.6,50.1,46.9,54.1,55.9,43.7,51.3,51.2,Stable,<1hr,Below 50%,Always,Science,Fair,No,0,Good,49.8,7.0,Stress from upcoming WAEC examination,After-school remedial classes,Fail,High,Low
